survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2023,Nigeria,Manufacturing,Enterprise,16162,2012.07,32.3,0.389,1,9.41,12.14,27.13,8.52,1078,888,2121,3.92,7.81,5.95,5.78
2023,Nigeria,Manufacturing,Enterprise,16162,2012.07,39.72,0.389,1,5.34,11.67,30.0,11.62,651,719,1340,2.7,7.82,4.28,3.17
2024,Nigeria,Manufacturing,Enterprise,16162,2012.07,54.48,0.58,1,13.36,16.85,37.66,11.54,1359,875,1899,12.49,3.33,6.48,6.31
2024,Nigeria,Manufacturing,Enterprise,16162,2012.07,45.77,0.45,1,10.42,14.18,36.59,5.87,1127,791,2143,7.2,13.4,5.78,5.61
2024,Nigeria,Manufacturing,Enterprise,16162,2012.07,43.77,0.385,1,12.37,8.5,20.12,8.8,216,593,1552,15.08,4.51,6.28,5.99
2024,Nigeria,Manufacturing,Enterprise,16162,2012.07,46.22,0.546,2,14.29,25.69,33.04,8.08,1531,819,1536,13.67,10.24,5.03,7.83
2025,Nigeria,Manufacturing,Enterprise,16162,2012.07,56.8,0.473,1,14.69,16.18,35.8,11.29,1091,1268,720,8.92,3.24,4.9,4.3
2025,Nigeria,Manufacturing,Enterprise,16162,2012.07,45.29,0.452,1,16.76,2.46,23.81,6.96,610,725,1121,0.5,5.71,7.51,5.2
2025,Nigeria,Manufacturing,Enterprise,16162,2012.07,56.02,0.631,3,15.49,17.36,27.93,10.27,947,1004,1953,16.32,10.99,7.23,7.86
2025,Nigeria,Manufacturing,Enterprise,16162,2012.07,47.65,0.471,2,11.75,19.08,22.74,7.59,844,764,1553,13.52,8.94,5.53,6.52
2026,Nigeria,Manufacturing,Enterprise,16162,2012.07,45.5,0.533,4,13.85,16.36,30.81,7.81,1092,857,1500,6.12,2.93,5.95,7.03
2026,Nigeria,Manufacturing,Enterprise,16162,2012.07,44.67,0.428,3,10.88,13.28,32.51,7.4,994,557,1187,5.53,9.3,5.95,5.99
2026,Nigeria,Manufacturing,Enterprise,16162,2012.07,60.25,0.61,1,14.46,17.2,36.75,13.81,1331,894,1456,2.6,8.97,6.09,4.87
2026,Nigeria,Manufacturing,Enterprise,16162,2012.07,45.15,0.464,3,11.01,13.38,23.36,7.47,737,716,1372,6.79,7.77,5.71,6.62
2023,Singapore,Logistics,SME,764,244.45,45.89,0.43,3,12.67,7.3,22.04,9.06,40,41,70,11.31,5.71,6.27,4.22
2023,Singapore,Logistics,SME,764,244.45,45.69,0.317,3,11.44,10.56,29.36,8.91,55,35,47,2.6,7.28,5.75,5.63
2023,Singapore,Logistics,SME,764,244.45,40.86,0.433,3,12.96,10.7,26.08,4.64,47,36,85,-2.58,4.93,5.43,5.44
2024,Singapore,Logistics,SME,764,244.45,31.91,0.365,7,7.46,13.57,22.94,4.95,45,30,63,0.14,2.58,5.59,5.64
2024,Singapore,Logistics,SME,764,244.45,44.17,0.381,4,6.56,23.81,26.15,6.57,52,46,48,11.49,5.37,6.03,4.89
2024,Singapore,Logistics,SME,764,244.45,30.23,0.228,3,7.31,3.65,14.91,1.44,23,22,74,-2.33,4.67,5.3,2.81
2025,Singapore,Logistics,SME,764,244.45,41.23,0.468,3,11.39,21.79,28.54,6.92,52,37,62,5.33,7.7,7.05,6.69
2025,Singapore,Logistics,SME,764,244.45,44.02,0.361,6,10.55,13.58,35.37,7.94,63,28,47,9.55,7.99,5.25,6.4
2025,Singapore,Logistics,SME,764,244.45,32.3,0.291,3,7.44,4.9,21.89,9.58,26,18,55,6.88,11.63,6.42,5.05
2025,Singapore,Logistics,SME,764,244.45,43.79,0.352,6,7.2,8.99,15.91,3.53,16,37,102,0.3,4.63,4.82,6.51
2026,Singapore,Logistics,SME,764,244.45,41.87,0.371,7,13.01,11.94,23.8,7.84,41,31,86,3.51,0.0,5.95,5.15
2026,Singapore,Logistics,SME,764,244.45,40.68,0.36,6,7.9,0.0,17.6,4.42,41,27,55,9.17,3.26,5.03,5.25
2026,Singapore,Logistics,SME,764,244.45,39.44,0.25,4,4.37,9.78,39.5,9.0,73,30,11,6.26,11.56,4.54,5.29
2026,Singapore,Logistics,SME,764,244.45,46.69,0.355,3,5.77,8.84,25.13,7.85,42,35,72,15.47,5.36,7.03,7.08
2023,Netherlands,Healthcare,Enterprise,7030,9372.96,60.69,0.489,4,12.12,13.4,41.49,8.38,690,553,561,9.8,8.01,6.16,6.87
2023,Netherlands,Healthcare,Enterprise,7030,9372.96,60.4,0.511,4,14.09,13.56,33.88,11.93,564,591,536,8.61,9.68,5.83,5.65
2023,Netherlands,Healthcare,Enterprise,7030,9372.96,44.23,0.612,5,14.6,21.69,13.6,3.8,223,426,753,14.82,5.14,7.09,6.48
2023,Netherlands,Healthcare,Enterprise,7030,9372.96,43.7,0.384,7,11.64,5.28,17.61,5.66,444,379,608,9.31,1.06,5.39,6.26
2024,Netherlands,Healthcare,Enterprise,7030,9372.96,46.33,0.359,5,11.88,3.62,26.34,6.24,472,356,263,2.65,8.5,5.02,4.54
2024,Netherlands,Healthcare,Enterprise,7030,9372.96,59.72,0.645,3,19.55,20.14,25.21,7.93,298,508,717,7.2,6.82,6.94,6.24
2024,Netherlands,Healthcare,Enterprise,7030,9372.96,25.88,0.28,6,7.04,0.59,15.01,4.8,115,280,101,6.11,5.05,6.83,4.6
2024,Netherlands,Healthcare,Enterprise,7030,9372.96,45.82,0.324,3,6.92,7.79,38.62,7.54,537,371,370,7.52,10.88,6.05,3.92
2025,Netherlands,Healthcare,Enterprise,7030,9372.96,63.21,0.613,5,19.4,13.16,26.99,4.41,293,554,541,15.59,3.92,6.78,6.53
2025,Netherlands,Healthcare,Enterprise,7030,9372.96,48.78,0.388,5,12.71,16.79,29.44,11.93,396,331,458,5.42,4.7,5.62,6.7
2025,Netherlands,Healthcare,Enterprise,7030,9372.96,59.13,0.694,6,11.89,22.84,18.83,8.36,380,493,989,3.35,6.34,7.7,7.67
2025,Netherlands,Healthcare,Enterprise,7030,9372.96,52.12,0.518,5,13.43,10.3,33.79,11.45,378,404,605,9.71,6.2,6.43,6.0
2026,Netherlands,Healthcare,Enterprise,7030,9372.96,39.61,0.334,6,8.91,4.17,14.34,8.52,358,273,547,1.07,3.66,6.09,5.79
2026,Netherlands,Healthcare,Enterprise,7030,9372.96,32.69,0.407,5,13.38,10.33,3.23,4.37,58,354,641,5.63,0.0,5.6,3.55
2026,Netherlands,Healthcare,Enterprise,7030,9372.96,31.91,0.182,3,6.79,1.63,12.74,3.77,311,225,109,1.28,6.23,4.97,5.17
2026,Netherlands,Healthcare,Enterprise,7030,9372.96,38.56,0.367,4,9.07,13.8,17.66,5.68,175,314,583,7.15,7.54,7.15,5.41
2023,China,Technology,SME,724,460.07,17.33,0.183,7,7.89,2.6,19.0,7.43,44,27,54,4.96,0.69,5.71,4.55
2023,China,Technology,SME,724,460.07,47.35,0.487,6,11.58,21.89,31.24,8.84,45,32,54,6.83,9.91,5.56,7.22
2024,China,Technology,SME,724,460.07,28.24,0.245,4,9.33,6.24,19.76,7.87,41,36,32,5.84,7.95,4.51,4.95
2024,China,Technology,SME,724,460.07,15.17,0.179,4,7.54,7.6,7.81,3.7,20,10,7,0.63,2.05,5.33,6.2
2024,China,Technology,SME,724,460.07,33.67,0.289,3,10.07,4.79,9.61,4.36,17,24,46,2.91,9.85,4.96,4.36
2024,China,Technology,SME,724,460.07,41.06,0.363,2,10.56,19.44,24.94,6.92,50,32,39,8.36,5.41,5.65,6.31
2025,China,Technology,SME,724,460.07,26.85,0.213,9,8.37,0.39,12.49,2.61,23,25,36,0.75,5.71,5.02,4.48
2025,China,Technology,SME,724,460.07,23.96,0.288,9,7.66,6.85,0.0,0.43,0,22,13,1.79,2.07,4.32,3.75
2025,China,Technology,SME,724,460.07,31.64,0.241,5,4.49,11.27,8.2,3.74,8,30,67,-5.0,7.63,6.55,6.34
2025,China,Technology,SME,724,460.07,15.85,0.135,3,7.61,0.72,12.9,1.88,23,10,0,0.72,4.89,4.47,4.48
2026,China,Technology,SME,724,460.07,32.63,0.418,5,12.56,4.29,13.6,3.95,21,31,48,6.47,3.34,5.98,4.56
2026,China,Technology,SME,724,460.07,26.2,0.225,7,5.85,7.76,16.17,5.81,26,27,36,7.26,2.21,6.21,5.18
2026,China,Technology,SME,724,460.07,37.05,0.317,8,7.88,6.13,18.71,5.45,22,36,55,3.52,3.35,4.87,5.39
2026,China,Technology,SME,724,460.07,29.95,0.345,10,7.06,18.43,19.73,8.16,36,26,35,10.08,6.21,6.53,5.9
2023,South Africa,Technology,Startup,42,10.78,20.12,0.142,7,4.35,0.45,15.12,5.17,1,0,2,1.05,0.92,4.63,4.63
2023,South Africa,Technology,Startup,42,10.78,10.45,0.07,3,3.88,0.0,8.57,1.48,1,1,2,0.91,0.0,4.69,4.41
2023,South Africa,Technology,Startup,42,10.78,39.22,0.37,5,13.13,10.0,10.12,5.6,1,2,2,8.05,0.0,6.82,7.82
2024,South Africa,Technology,Startup,42,10.78,23.38,0.231,6,8.84,4.64,7.84,5.08,0,1,2,1.24,2.26,5.01,4.53
2024,South Africa,Technology,Startup,42,10.78,24.1,0.249,6,4.92,1.34,14.35,2.69,1,2,2,2.35,4.5,5.08,2.68
2024,South Africa,Technology,Startup,42,10.78,28.6,0.175,8,6.99,0.0,5.78,0.0,1,2,3,0.55,0.23,4.58,3.17
2025,South Africa,Technology,Startup,42,10.78,16.33,0.12,6,5.35,4.24,9.86,3.04,1,1,1,6.58,7.79,4.26,5.95
2025,South Africa,Technology,Startup,42,10.78,19.93,0.172,6,8.11,0.0,1.83,0.5,0,2,2,7.26,3.01,5.11,4.45
2025,South Africa,Technology,Startup,42,10.78,26.02,0.157,6,5.69,3.43,11.14,4.42,1,1,1,-1.14,4.12,4.56,5.04
2025,South Africa,Technology,Startup,42,10.78,30.86,0.236,9,9.84,3.34,14.22,6.53,1,1,2,1.14,2.59,4.43,5.18
2026,South Africa,Technology,Startup,42,10.78,31.94,0.18,6,6.91,10.0,24.79,6.47,3,2,1,10.03,7.18,4.36,5.39
2026,South Africa,Technology,Startup,42,10.78,46.27,0.372,4,11.51,5.91,6.17,5.37,0,2,4,-5.0,4.58,5.95,5.46
2026,South Africa,Technology,Startup,42,10.78,27.09,0.278,10,10.6,5.37,16.67,2.72,1,1,2,-4.84,9.46,6.51,3.64
2026,South Africa,Technology,Startup,42,10.78,33.9,0.264,6,10.6,10.67,30.92,7.62,2,2,0,19.87,5.1,5.04,7.25
2023,Italy,Retail,Enterprise,15468,5840.37,27.93,0.305,5,8.44,12.36,18.04,2.95,643,414,260,8.85,4.92,6.72,4.04
2023,Italy,Retail,Enterprise,15468,5840.37,43.47,0.602,2,13.0,11.19,19.57,8.06,450,824,2053,6.47,1.82,7.02,6.74
2023,Italy,Retail,Enterprise,15468,5840.37,28.23,0.386,6,7.18,8.9,17.9,5.32,859,669,815,14.55,0.0,5.51,5.63
2023,Italy,Retail,Enterprise,15468,5840.37,33.76,0.391,2,9.02,10.01,22.51,7.05,674,513,1367,6.35,5.7,4.36,7.86
2024,Italy,Retail,Enterprise,15468,5840.37,27.75,0.292,2,7.74,9.04,6.54,4.77,14,389,1764,11.93,0.0,6.59,4.45
2024,Italy,Retail,Enterprise,15468,5840.37,36.74,0.411,2,11.11,11.6,19.59,3.79,465,807,1127,-3.63,5.68,5.62,5.51
2024,Italy,Retail,Enterprise,15468,5840.37,40.14,0.343,7,11.81,8.68,24.15,9.6,529,772,593,-1.16,6.08,5.14,6.16
2025,Italy,Retail,Enterprise,15468,5840.37,51.83,0.562,8,10.86,21.55,20.33,6.87,590,1034,1682,9.4,4.53,5.12,6.67
2025,Italy,Retail,Enterprise,15468,5840.37,32.03,0.308,6,10.31,6.59,20.66,8.55,589,866,578,10.57,5.65,5.2,5.79
2025,Italy,Retail,Enterprise,15468,5840.37,49.23,0.487,6,12.82,15.76,28.5,8.81,1013,957,524,8.18,9.06,4.54,6.6
2025,Italy,Retail,Enterprise,15468,5840.37,58.95,0.533,9,12.71,14.34,34.6,9.57,1049,1230,1957,11.83,7.67,6.35,7.01
2026,Italy,Retail,Enterprise,15468,5840.37,46.43,0.357,7,11.61,14.1,31.04,8.78,789,835,931,0.03,7.36,5.17,7.6
2026,Italy,Retail,Enterprise,15468,5840.37,30.44,0.392,5,8.74,11.37,14.72,5.95,443,630,1452,5.18,2.99,6.0,4.75
2026,Italy,Retail,Enterprise,15468,5840.37,41.66,0.539,8,12.08,15.7,27.84,10.69,767,1119,1719,1.64,0.49,7.67,7.47
2023,New Zealand,Agriculture,SME,661,428.42,49.52,0.43,5,11.96,11.92,20.78,6.93,30,28,81,0.38,6.62,5.39,5.4
2023,New Zealand,Agriculture,SME,661,428.42,39.85,0.368,2,8.17,3.32,16.73,6.75,10,28,70,14.37,1.54,4.44,4.81
2023,New Zealand,Agriculture,SME,661,428.42,44.74,0.374,6,7.86,4.13,20.42,4.59,34,31,42,4.08,4.64,6.93,6.23
2023,New Zealand,Agriculture,SME,661,428.42,33.14,0.29,2,10.44,0.0,0.0,2.69,3,28,38,-5.0,7.64,4.33,5.5
2024,New Zealand,Agriculture,SME,661,428.42,54.99,0.507,4,11.49,15.81,17.95,9.67,26,42,37,6.34,7.49,5.17,6.41
2024,New Zealand,Agriculture,SME,661,428.42,61.05,0.481,3,12.1,15.04,31.49,8.77,45,46,56,7.23,8.2,5.59,6.62
2024,New Zealand,Agriculture,SME,661,428.42,51.87,0.35,7,14.04,15.04,30.43,8.72,39,37,52,7.88,6.37,5.38,6.0
2024,New Zealand,Agriculture,SME,661,428.42,41.46,0.418,4,9.51,5.92,17.92,6.4,19,42,50,8.44,7.7,4.55,4.43
2025,New Zealand,Agriculture,SME,661,428.42,25.03,0.222,9,2.65,2.55,9.06,2.17,22,16,22,8.69,5.84,4.07,4.46
2025,New Zealand,Agriculture,SME,661,428.42,42.88,0.425,5,10.74,16.42,19.42,6.58,42,37,50,5.7,5.57,3.99,6.58
2025,New Zealand,Agriculture,SME,661,428.42,46.5,0.487,5,14.52,14.08,23.43,7.91,33,44,60,5.39,5.49,5.45,5.75
2025,New Zealand,Agriculture,SME,661,428.42,28.04,0.267,6,6.14,9.9,6.44,2.15,9,10,29,-1.68,2.46,6.05,6.45
2026,New Zealand,Agriculture,SME,661,428.42,54.43,0.635,7,14.73,16.04,13.95,5.05,22,44,65,10.6,2.01,7.34,7.2
2026,New Zealand,Agriculture,SME,661,428.42,34.04,0.426,3,12.52,13.16,5.6,1.0,4,19,43,2.74,0.97,5.94,5.01
2026,New Zealand,Agriculture,SME,661,428.42,50.54,0.41,7,13.34,12.64,25.31,10.75,37,45,27,18.33,0.0,6.28,6.14
2026,New Zealand,Agriculture,SME,661,428.42,55.35,0.481,8,12.08,9.31,21.13,5.66,28,46,50,5.08,3.07,3.93,4.63
2023,Philippines,Finance,Startup,16,38.02,17.6,0.166,4,6.39,2.85,16.23,7.81,0,0,1,-5.0,1.2,5.72,4.56
2023,Philippines,Finance,Startup,16,38.02,44.21,0.323,2,8.26,13.67,26.99,6.95,1,1,1,7.09,3.45,6.45,7.5
2023,Philippines,Finance,Startup,16,38.02,41.27,0.301,3,8.33,8.19,14.84,4.5,0,1,1,9.27,0.45,7.26,3.99
2023,Philippines,Finance,Startup,16,38.02,29.71,0.253,2,6.08,6.68,22.25,7.06,1,1,1,0.75,9.62,5.67,4.87
2024,Philippines,Finance,Startup,16,38.02,47.04,0.448,3,9.97,13.08,19.09,6.13,1,1,1,7.57,5.56,5.8,6.41
2024,Philippines,Finance,Startup,16,38.02,30.97,0.401,4,9.51,11.48,22.34,7.47,1,1,1,7.24,5.65,5.93,4.71
2024,Philippines,Finance,Startup,16,38.02,35.23,0.225,4,4.32,2.13,12.63,4.57,0,0,1,5.01,5.11,4.7,5.62
2024,Philippines,Finance,Startup,16,38.02,27.19,0.265,2,10.07,5.24,22.29,5.25,1,0,1,4.37,5.7,5.91,6.63
2025,Philippines,Finance,Startup,16,38.02,42.86,0.392,5,9.01,16.26,22.9,6.5,1,1,2,8.46,7.6,6.54,5.07
2025,Philippines,Finance,Startup,16,38.02,38.13,0.37,8,8.6,8.99,23.25,3.78,1,1,1,6.52,2.39,6.15,6.34
2025,Philippines,Finance,Startup,16,38.02,41.78,0.381,4,11.48,10.87,12.28,4.2,0,1,1,7.55,1.75,5.49,7.28
2025,Philippines,Finance,Startup,16,38.02,51.5,0.362,6,9.02,7.94,14.1,4.97,0,1,1,6.09,1.71,5.27,5.99
2026,Philippines,Finance,Startup,16,38.02,14.34,0.109,3,7.17,2.32,14.02,5.38,1,0,0,-2.79,2.89,4.87,4.82
2026,Philippines,Finance,Startup,16,38.02,33.36,0.138,9,2.91,0.0,15.8,4.35,0,1,1,6.54,6.13,4.88,4.39
2026,Philippines,Finance,Startup,16,38.02,28.72,0.187,5,3.36,3.83,14.41,2.6,0,0,1,7.19,4.57,7.16,5.34
2026,Philippines,Finance,Startup,16,38.02,37.22,0.356,7,12.96,12.77,26.84,6.72,1,1,1,7.39,3.25,5.85,5.37
2023,Poland,Retail,Startup,74,11.32,5.11,0.043,0,0.0,2.85,0.0,0.0,0,1,2,2.85,2.78,4.62,7.19
2023,Poland,Retail,Startup,74,11.32,9.46,0.171,0,1.7,8.56,0.0,1.85,1,1,4,0.42,0.0,4.41,5.72
2023,Poland,Retail,Startup,74,11.32,15.84,0.196,4,4.59,5.69,20.51,5.91,2,1,2,-2.7,9.86,3.79,5.21
2024,Poland,Retail,Startup,74,11.32,19.0,0.37,5,8.62,11.93,16.75,6.33,3,2,7,-0.38,0.0,6.04,6.04
2024,Poland,Retail,Startup,74,11.32,19.17,0.103,7,2.97,0.0,5.29,3.32,2,2,3,-4.23,2.25,5.24,4.54
2025,Poland,Retail,Startup,74,11.32,16.76,0.233,3,4.44,9.87,19.82,5.31,4,2,2,11.5,8.59,5.43,6.5
2025,Poland,Retail,Startup,74,11.32,30.63,0.2,9,6.26,2.58,11.63,4.12,3,3,2,-1.01,2.05,4.32,4.3
2025,Poland,Retail,Startup,74,11.32,33.26,0.266,3,9.57,9.15,13.99,3.8,1,3,4,-4.13,6.09,5.84,5.27
2025,Poland,Retail,Startup,74,11.32,4.56,0.062,0,0.0,9.42,14.6,4.94,4,1,3,7.37,5.48,4.56,5.56
2026,Poland,Retail,Startup,74,11.32,33.9,0.289,8,7.28,3.49,16.92,4.59,4,4,5,-1.51,7.85,6.34,4.49
2026,Poland,Retail,Startup,74,11.32,7.53,0.181,0,8.84,6.09,16.12,4.81,2,1,1,-4.07,0.0,4.18,5.26
2026,Poland,Retail,Startup,74,11.32,21.63,0.41,10,8.98,10.86,13.93,3.44,3,3,7,8.69,1.3,5.73,6.21
2026,Poland,Retail,Startup,74,11.32,35.28,0.432,5,7.39,10.66,20.33,5.7,3,3,4,0.18,8.06,5.2,5.07
2023,New Zealand,Retail,Enterprise,9142,9347.9,46.31,0.614,6,12.59,12.14,20.65,9.53,374,482,1081,10.28,3.98,6.66,5.29
2023,New Zealand,Retail,Enterprise,9142,9347.9,59.4,0.449,3,13.71,14.78,29.47,8.18,463,578,679,5.08,0.0,5.51,7.11
2023,New Zealand,Retail,Enterprise,9142,9347.9,45.13,0.374,6,13.68,7.5,16.13,9.22,288,508,764,8.86,9.73,5.68,5.8
2023,New Zealand,Retail,Enterprise,9142,9347.9,53.56,0.61,4,14.37,11.94,26.04,10.72,554,470,720,16.64,10.3,4.81,5.58
2024,New Zealand,Retail,Enterprise,9142,9347.9,52.17,0.432,2,12.6,8.35,18.01,8.63,365,621,454,8.32,7.7,5.35,4.22
2024,New Zealand,Retail,Enterprise,9142,9347.9,49.16,0.537,4,11.48,15.04,32.8,8.61,657,559,949,12.7,6.09,5.57,5.73
2024,New Zealand,Retail,Enterprise,9142,9347.9,55.61,0.548,2,11.79,18.97,28.07,8.93,358,626,981,11.2,5.48,5.97,8.45
2024,New Zealand,Retail,Enterprise,9142,9347.9,64.49,0.556,4,15.0,18.65,37.89,10.55,694,592,670,3.75,8.17,6.45,6.69
2025,New Zealand,Retail,Enterprise,9142,9347.9,51.98,0.472,6,12.33,13.62,22.13,10.62,406,679,706,5.59,6.48,6.25,6.99
2025,New Zealand,Retail,Enterprise,9142,9347.9,55.38,0.543,4,14.45,5.89,15.33,4.44,312,676,891,9.47,4.35,6.52,6.35
2025,New Zealand,Retail,Enterprise,9142,9347.9,54.04,0.478,5,12.76,22.02,29.27,10.98,415,584,817,13.43,6.05,5.18,6.41
2025,New Zealand,Retail,Enterprise,9142,9347.9,57.18,0.464,4,14.9,11.42,17.53,7.59,417,535,415,4.37,4.71,4.68,6.81
2026,New Zealand,Retail,Enterprise,9142,9347.9,56.14,0.592,10,13.1,18.06,35.31,14.93,709,592,1340,8.14,12.99,5.19,5.73
2026,New Zealand,Retail,Enterprise,9142,9347.9,54.29,0.464,3,15.68,12.97,26.23,7.75,658,561,465,10.27,9.58,4.75,6.47
2026,New Zealand,Retail,Enterprise,9142,9347.9,58.89,0.476,4,11.52,10.99,26.97,9.65,614,724,349,10.06,10.01,5.21,5.41
2023,Vietnam,Education,SME,454,222.38,55.19,0.565,2,14.05,20.54,25.04,9.52,20,35,57,8.69,4.72,6.13,5.48
2023,Vietnam,Education,SME,454,222.38,40.08,0.293,5,9.49,3.56,17.76,8.28,15,20,15,8.5,2.45,5.41,5.09
2023,Vietnam,Education,SME,454,222.38,27.58,0.272,3,4.35,8.45,21.41,3.52,16,22,39,9.75,6.22,4.64,4.57
2023,Vietnam,Education,SME,454,222.38,50.45,0.406,3,12.25,10.17,35.24,6.34,33,32,20,3.04,4.4,5.54,4.94
2024,Vietnam,Education,SME,454,222.38,59.52,0.496,3,15.6,20.73,27.97,7.77,34,35,32,15.12,6.73,5.78,5.47
2024,Vietnam,Education,SME,454,222.38,45.23,0.376,3,12.25,12.13,30.55,9.44,32,17,9,3.21,8.56,4.7,5.66
2024,Vietnam,Education,SME,454,222.38,35.96,0.332,6,9.8,9.74,14.34,5.59,22,18,26,-1.39,1.6,5.49,4.61
2025,Vietnam,Education,SME,454,222.38,55.65,0.381,7,13.51,13.09,16.38,6.46,21,29,33,9.18,3.68,6.14,6.69
2025,Vietnam,Education,SME,454,222.38,56.69,0.455,4,15.1,15.14,27.84,8.9,30,24,15,9.08,2.62,6.03,6.6
2025,Vietnam,Education,SME,454,222.38,47.02,0.376,3,8.21,10.95,18.3,7.99,21,28,20,6.75,6.77,5.23,5.14
2025,Vietnam,Education,SME,454,222.38,57.85,0.473,9,6.29,11.37,19.16,5.06,26,32,42,8.61,4.6,6.08,6.93
2026,Vietnam,Education,SME,454,222.38,42.74,0.387,4,10.34,15.43,13.93,6.94,16,17,52,11.09,7.14,6.82,6.01
2026,Vietnam,Education,SME,454,222.38,49.17,0.46,10,11.25,17.09,35.39,10.78,35,25,32,8.28,12.44,6.63,5.73
2026,Vietnam,Education,SME,454,222.38,54.97,0.457,7,11.45,20.08,37.92,11.42,33,28,38,7.75,9.6,6.02,6.9
2026,Vietnam,Education,SME,454,222.38,46.49,0.405,10,10.17,5.85,21.68,6.24,18,27,28,3.47,5.57,5.83,5.15
2023,China,Logistics,Enterprise,4667,4699.58,24.35,0.226,4,8.69,7.32,26.66,7.99,289,144,158,5.56,8.32,5.06,5.98
2023,China,Logistics,Enterprise,4667,4699.58,23.6,0.193,2,7.34,0.0,6.59,2.68,26,43,358,9.97,6.49,4.34,5.29
2023,China,Logistics,Enterprise,4667,4699.58,29.82,0.282,3,7.48,10.35,17.41,5.03,155,165,98,7.78,7.33,4.94,5.67
2023,China,Logistics,Enterprise,4667,4699.58,13.89,0.184,3,7.14,8.95,22.39,6.43,264,70,73,4.38,0.69,6.13,5.74
2024,China,Logistics,Enterprise,4667,4699.58,31.68,0.346,5,9.67,10.86,25.64,9.64,301,204,274,-5.0,7.3,4.8,6.24
2024,China,Logistics,Enterprise,4667,4699.58,35.06,0.377,2,9.69,11.34,18.4,2.65,197,153,543,-2.54,9.08,5.07,5.08
2024,China,Logistics,Enterprise,4667,4699.58,21.62,0.281,6,8.47,9.36,10.41,5.99,143,99,213,8.79,3.82,5.48,4.86
2025,China,Logistics,Enterprise,4667,4699.58,33.18,0.35,4,10.28,9.69,12.5,3.91,126,169,294,-2.43,8.14,7.26,5.58
2025,China,Logistics,Enterprise,4667,4699.58,27.12,0.232,7,10.48,8.79,14.73,5.69,133,149,15,0.79,2.26,6.56,4.72
2025,China,Logistics,Enterprise,4667,4699.58,35.92,0.406,6,12.92,7.68,21.15,8.23,198,194,542,9.16,0.0,5.92,4.74
2025,China,Logistics,Enterprise,4667,4699.58,40.56,0.501,3,10.62,19.28,39.46,15.59,332,234,381,9.54,13.01,4.68,5.03
2026,China,Logistics,Enterprise,4667,4699.58,19.82,0.258,6,7.17,6.07,26.86,4.64,285,94,221,3.77,1.09,5.41,7.21
2026,China,Logistics,Enterprise,4667,4699.58,31.09,0.403,7,11.29,13.09,15.36,4.94,150,255,547,7.33,8.64,6.3,5.88
2026,China,Logistics,Enterprise,4667,4699.58,42.68,0.428,7,11.29,15.16,26.36,8.02,243,231,242,11.73,10.52,5.56,6.33
2026,China,Logistics,Enterprise,4667,4699.58,27.93,0.286,4,8.14,6.98,26.73,3.2,344,118,0,4.28,5.11,5.05,4.73
2023,Singapore,Technology,SME,841,386.49,24.07,0.315,6,10.08,4.29,11.62,3.74,28,37,39,-2.41,2.42,5.47,5.26
2023,Singapore,Technology,SME,841,386.49,22.55,0.241,6,7.34,5.55,16.6,3.71,27,35,47,5.39,3.32,6.16,5.11
2023,Singapore,Technology,SME,841,386.49,40.14,0.357,2,11.18,16.18,17.85,4.55,31,34,51,3.25,6.03,5.17,6.03
2023,Singapore,Technology,SME,841,386.49,37.27,0.343,6,9.13,6.86,25.82,6.77,48,40,64,-1.27,8.4,6.31,5.89
2024,Singapore,Technology,SME,841,386.49,40.21,0.434,8,15.96,13.94,11.93,5.3,36,36,44,6.84,2.47,5.32,6.39
2024,Singapore,Technology,SME,841,386.49,49.4,0.398,5,13.36,10.45,32.97,8.75,74,43,96,9.71,6.28,6.51,4.88
2024,Singapore,Technology,SME,841,386.49,55.04,0.522,3,17.36,18.48,33.35,8.7,53,43,64,12.95,4.63,6.32,6.77
2024,Singapore,Technology,SME,841,386.49,46.07,0.407,4,11.89,13.68,24.6,7.31,41,50,32,4.95,9.23,6.02,6.0
2025,Singapore,Technology,SME,841,386.49,34.99,0.321,4,8.64,6.64,28.7,7.49,47,48,62,0.8,4.35,6.25,3.61
2025,Singapore,Technology,SME,841,386.49,48.06,0.591,7,17.51,18.17,25.97,6.05,56,47,61,9.71,6.96,6.85,5.34
2025,Singapore,Technology,SME,841,386.49,39.47,0.235,6,7.8,16.94,27.57,9.15,58,33,27,6.67,7.46,5.7,7.13
2026,Singapore,Technology,SME,841,386.49,28.85,0.449,8,12.42,3.85,7.96,4.76,13,25,37,-1.69,0.0,4.31,5.9
2026,Singapore,Technology,SME,841,386.49,67.27,0.544,5,13.37,15.81,22.86,8.16,47,71,99,17.23,4.8,7.08,6.03
2026,Singapore,Technology,SME,841,386.49,36.01,0.318,7,9.61,5.89,15.12,3.09,21,40,94,4.39,3.35,5.65,4.97
2026,Singapore,Technology,SME,841,386.49,47.59,0.553,4,11.64,8.07,17.09,4.22,32,44,87,4.49,7.78,7.03,4.97
2023,Argentina,Finance,Enterprise,19429,5641.6,38.43,0.277,3,11.56,0.36,14.16,2.19,588,945,363,-0.04,1.45,4.7,3.71
